date,WaterLevel,Discharge,EC@25C (µS/cm):F,Relative humidity in percentage %,Air Temperature in degrees C,Wind Speed along North in km/h,Wind Speed along East in km/h,WaterTemperature
11/01/2001 11:00,30.88,5895.05,378.4,57.0,15.8,-3.021101766,-10.10040888,19.9
11/01/2001 12:00,30.88,5895.05,380.5,54.0,16.7,-2.25742631,-12.80250079,19.95
11/01/2001 13:00,30.88,5895.05,378.55,49.0,18.7,-2.569993029,-14.57515474,20.1
11/01/2001 14:00,30.88,5895.05,382.65,47.5,19.35,-3.659662215,-13.35497579,20.15
11/01/2001 15:00,30.88,5895.05,382.7,38.5,22.2,-2.88e-15,-15.7,20.15
11/01/2001 16:00,30.88,5895.05,382.8,33.5,24.1,-4.691279875,-13.80306947,20.1
11/01/2001 17:00,30.88,5895.05,383.9,30.0,24.55,1.441279875,-17.37390435,19.95
11/01/2001 18:00,30.88,5895.05,380.95,30.0,24.7,1.597563235,-17.36023133,19.85
11/01/2001 19:00,30.88,5895.05,380.05,34.5,23.7,-4.15,-11.88801085,19.75
11/01/2001 20:00,30.88,5895.05,380.1,40.0,21.95,-1.94485959,-11.02984683,19.65
11/01/2001 21:00,30.88,5895.05,380.2,46.0,20.2,-9.371434586,-2.590136925,19.55
11/01/2001 22:00,30.88,5895.05,377.8,53.0,18.6,-8.370865901,-1.47600951,19.5
11/01/2001 23:00,30.88,5895.05,376.9,57.0,17.45,-12.66227868,-1.915312803,19.5
11/01/2002 00:00,31.137,5895.05,117.45,29.5,15.8,-10.14351986,0.15628336,20.05
11/01/2002 01:00,31.137,5895.05,118.225,31.0,15.5,-14.57515474,2.569993029,20.05
11/01/2002 02:00,31.139,5895.05,118.3,38.0,13.6,-12.01492342,0.972429795,19.95
11/01/2002 03:00,31.139,5895.05,118.8,44.5,12.25,-12.1,1.48e-15,19.95
11/01/2002 04:00,31.139,5895.05,118.4666667,50.0,11.2,-11.91617381,2.10114295,19.95
11/01/2002 05:00,31.1325,5895.05,120.35,56.0,10.15,-11.91617381,2.10114295,19.96666667
11/01/2002 06:00,31.1325,5895.05,118.9,64.5,9.4,-9.931478735,2.579924469,19.96666667
11/01/2002 07:00,31.1325,5895.05,119.65,63.0,11.25,-8.826947709,8.018728879,20.4
11/01/2002 08:00,31.1325,5895.05,123.65,52.5,14.4,-9.388524598,20.13375597,21.225
11/01/2002 09:00,31.131,5895.05,120.225,42.5,16.85,-3.813524598,22.52757272,21.225
11/01/2002 10:00,31.131,5895.05,120.6666667,35.0,19.75,-1.597563235,17.36023133,21.0
11/01/2002 11:00,31.12866667,5895.05,120.0,27.0,22.8,1.128713155,14.70125039,20.85
11/01/2002 12:00,31.12825,5895.05,121.5,20.0,24.95,3.25,13.02916512,20.85
11/01/2002 13:00,31.12866667,5895.05,123.4333333,15.0,26.1,4.30609828,10.88798625,21.0
11/01/2002 14:00,31.13575,5895.05,122.35,13.0,27.75,5.306832618,11.38053927,21.0
11/01/2002 15:00,31.12766667,5895.05,122.85,11.0,29.1,-0.615636258,12.21600407,21.25
11/01/2002 16:00,31.12825,5895.05,120.4333333,10.0,30.0,7.4,12.81717598,21.125
11/01/2002 17:00,31.128,5895.05,120.7,9.0,30.4,5.36971625,14.75317415,20.9
11/01/2002 18:00,31.13025,5895.05,120.8666667,9.5,30.1,8.3,14.3760217,20.85
11/01/2002 19:00,31.13266667,5895.05,122.5333333,13.0,28.55,2.887742598,10.77720209,20.85
11/01/2002 20:00,31.13266667,5895.05,123.75,18.0,25.55,1.78857623,10.14351986,20.775
11/01/2002 21:00,31.13266667,5895.05,124.9666667,20.0,23.25,6.86e-16,11.2,20.775
11/01/2002 22:00,31.133,5895.05,125.3,19.0,22.4,-2.887742598,10.77720209,20.7
11/01/2002 23:00,31.13333333,5895.05,121.55,20.5,21.45,-1.94485959,11.02984683,20.65
11/01/2003 00:00,30.9145,5895.05,152.0,64.5,11.55,-8.75,-15.15544457,18.25
11/01/2003 01:00,30.914,5895.05,151.75,73.5,10.15,-7.4,-12.81717598,18.25
11/01/2003 02:00,30.90975,5895.05,152.3333333,79.5,9.35,-5.923130932,-12.51659002,18.25
11/01/2003 03:00,30.9065,5895.05,151.5,86.5,7.95,-0.972429795,-11.11492342,18.15
11/01/2003 04:00,30.90466667,5895.05,151.5,88.5,7.4,0.816146435,-9.328596439,18.15
11/01/2003 05:00,30.9045,5895.05,152.0,93.5,6.2,2.10114295,-11.91617381,18.1
11/01/2003 06:00,30.905,5895.05,152.0,94.5,6.0,1.128713155,-12.90125039,18.1
11/01/2003 07:00,30.90033333,5895.05,151.475,93.0,6.4,-1.915312803,-10.86227868,18.5
11/01/2003 08:00,30.897,5895.05,158.4,79.5,9.5,-4.138443734,-11.37028071,18.9
11/01/2003 09:00,30.8955,5895.05,152.4,59.0,12.6,-4.587865193,-16.81907646,18.85
11/01/2003 10:00,30.8975,5895.05,151.15,50.5,13.7,-6.960109917,-19.12274483,18.85
11/01/2003 11:00,30.8915,5895.05,152.65,45.0,14.9,-5.44188365,-20.61245581,18.96666667
11/01/2003 12:00,30.88775,5895.05,153.15,40.5,15.7,-1.779893821,-22.14427947,19.0
11/01/2003 13:00,30.885,5895.05,153.4,38.0,16.35,-3.813524598,-22.52757272,19.125
11/01/2003 14:00,30.8825,5895.05,154.65,36.5,16.55,-5.25e-15,-28.6,19.03333333
11/01/2003 15:00,30.88025,5895.05,154.9,32.0,17.65,-2.092460541,-23.91693342,18.9
11/01/2003 16:00,30.87575,5895.05,156.15,35.5,17.8,-9.246342727,-20.20005647,18.85
11/01/2003 17:00,30.87775,5895.05,154.5666667,30.5,17.75,-8.550503583,-23.49231552,18.66666667
11/01/2003 18:00,30.8735,5895.05,153.2,27.5,17.75,-8.550503583,-23.49231552,18.55
11/01/2003 19:00,30.867,5895.05,153.2,30.0,17.2,-9.080706469,-19.28803262,18.5
11/01/2003 20:00,30.863,5895.05,153.4666667,38.5,16.05,-11.15,-19.3123665,18.43333333
11/01/2003 21:00,30.85775,5895.05,153.3,43.5,14.85,-5.677534379,-15.59889751,18.3
11/01/2003 22:00,30.85475,5895.05,153.3,55.5,12.25,0.816146435,-10.22859644,18.23333333
11/01/2003 23:00,30.852,5895.05,153.3,57.5,11.5,-2.223130932,-10.80800204,18.16666667
11/01/2004 00:00,30.821,5895.05,170.9,29.0,20.9,8.486874715,3.957494674,21.325
11/01/2004 01:00,30.823,5895.05,170.65,34.5,20.6,9.328596439,0.816146435,21.3
11/01/2004 02:00,30.82733333,5895.05,169.9,24.5,22.1,10.22859644,-0.816146435,21.3
11/01/2004 03:00,30.82933333,5895.05,168.9,25.0,22.2,5.922141752,-5.657582264,21.2
11/01/2004 04:00,30.831,5895.05,168.65,28.5,20.25,2.657818129,-4.916042756,21.2
11/01/2004 05:00,30.83333333,5895.05,167.15,30.0,19.9,-8.811703931,-13.95995758,21.2
11/01/2004 06:00,30.83833333,5895.05,166.9,40.5,19.4,-12.81717598,-0.9,21.175
11/01/2004 07:00,30.859,5895.05,163.8,47.0,18.9,-4.756628312,14.86872888,23.2
11/01/2004 08:00,30.859,5895.05,163.8,49.5,19.65,0.0,1.8,23.2
11/01/2004 09:00,30.859,5895.05,163.8,41.5,20.9,-6.886075804,-12.56253229,23.2
11/01/2004 10:00,30.859,5895.05,163.8,38.5,20.85,-15.27801078,-6.253713155,23.2
11/01/2004 11:00,30.859,5895.05,163.8,28.0,23.55,-15.19944875,2.83876719,23.2
11/01/2004 12:00,30.859,5895.05,163.8,22.0,26.45,-5.6,9.699484522,23.2
11/01/2004 13:00,30.859,5895.05,163.8,16.0,28.45,1.915312803,-12.66227868,23.2
11/01/2004 14:00,30.852,5895.05,165.8,16.0,28.95,0.338613946,-18.26818382,22.95
11/01/2004 15:00,30.8625,5895.05,164.05,12.5,29.6,3.872354362,-21.96121289,22.725
11/01/2004 16:00,30.8695,5895.05,163.8,11.0,30.15,4.184921082,-23.73386685,22.375
11/01/2004 17:00,30.874,5895.05,163.55,12.0,29.75,-2.092460541,-25.71693342,22.125
11/01/2004 18:00,30.8735,5895.05,160.3,13.5,29.45,-1.936177181,-24.83060645,21.925
11/01/2004 19:00,30.874,5895.05,157.8,16.0,28.4,-5.395329219,-21.39843251,21.9
11/01/2004 20:00,30.874,5895.05,156.55,19.0,26.65,-5.728837401,-15.7398514,21.75
11/01/2004 21:00,30.877,5895.05,155.8,18.0,25.2,-11.34520131,-13.52068442,21.55
11/01/2004 22:00,30.87575,5895.05,151.75,21.0,23.7,-9.513256623,-11.33745776,21.45
11/01/2004 23:00,30.88075,5895.05,149.2,24.0,21.8,-7.310950647,-7.200019497,21.4
11/01/2005 00:00,31.11075,5895.05,132.1,89.0,18.8,0.0,0.0,20.9
11/01/2005 01:00,31.11,5895.05,132.1,91.0,18.15,0.0,0.0,20.9
11/01/2005 02:00,31.11525,5895.05,132.1,93.0,17.8,0.0,0.0,20.875
11/01/2005 03:00,31.11925,5895.05,132.6,96.0,17.5,-9.045151757,-2.423641109,20.8
11/01/2005 04:00,31.1185,5895.05,133.15,94.5,17.25,-8.698915837,-3.166146435,20.8
11/01/2005 05:00,31.11925,5895.05,132.45,95.0,16.65,-7.6,9.31e-16,20.7
11/01/2005 06:00,31.12,5895.05,132.7,95.5,16.2,-7.542269461,0.659863075,20.725
11/01/2005 07:00,31.12125,5895.05,131.7,93.0,17.3,-6.229812892,-0.830826465,20.9
11/01/2005 08:00,31.1235,5895.05,132.45,86.0,19.55,-8.158824779,-0.947631598,21.1
11/01/2005 09:00,31.12425,5895.05,132.2,74.5,23.1,-3.021101766,8.300408883,21.325
11/01/2005 10:00,31.12675,5895.05,131.45,56.0,25.95,5.923130932,12.51659002,21.5
11/01/2005 11:00,31.12425,5895.05,131.7,51.0,27.6,1.915312803,9.962278676,21.625
11/01/2005 12:00,31.1305,5895.05,131.2,45.5,28.7,8.869038196,7.793227737,21.875
11/01/2005 13:00,31.12725,5895.05,131.5666667,42.5,29.15,3.7,12.00858799,22.025
11/01/2005 14:00,31.124,5895.05,132.55,41.0,29.75,3.195560727,11.62292545,22.0
11/01/2005 15:00,31.124,5895.05,131.3,38.5,30.15,1.827570205,10.36466568,22.0
11/01/2005 16:00,31.1225,5895.05,132.05,37.0,31.15,7.81805607,11.97756822,21.975
11/01/2005 17:00,31.1235,5895.05,132.8,35.0,31.3,7.41e-16,12.1,22.0
11/01/2005 18:00,31.12475,5895.05,132.05,37.5,31.1,6.849610614,9.919014006,22.0
11/01/2005 19:00,31.1255,5895.05,131.55,41.5,29.9,6.978119463,9.829031141,21.975
11/01/2005 20:00,31.1295,5895.05,133.3,51.0,27.6,3.322429795,9.585242815,21.875
11/01/2005 21:00,31.13,5895.05,131.3,59.5,25.55,-1.299676545,7.370831959,21.8
11/01/2005 22:00,31.129,5895.05,132.4,60.5,24.7,-3.214989347,8.833110635,21.8
11/01/2005 23:00,31.129,5895.05,134.4,62.0,24.05,-2.907171218,7.987387277,21.725
11/01/2006 00:00,30.93966667,5895.05,112.2,43.0,17.65,0.0,0.0,20.3
11/01/2006 01:00,30.941,5895.05,111.95,48.5,15.85,0.0,0.0,20.3
11/01/2006 02:00,30.9405,5895.05,111.95,52.0,14.6,0.0,0.0,20.3
11/01/2006 03:00,30.9405,5895.05,112.45,53.5,14.25,0.15628336,0.886326978,20.225
11/01/2006 04:00,30.94,5895.05,112.45,45.0,14.25,-4.416555318,-1.607494674,20.2
11/01/2006 05:00,30.94075,5895.05,112.2,45.0,13.6,-3.545307911,0.31256672,20.2
11/01/2006 06:00,30.94175,5895.05,111.95,48.0,12.75,-6.5,7.96e-16,20.2
11/01/2006 07:00,30.9415,5895.05,112.875,44.5,14.15,-7.707451852,3.507494674,20.425
11/01/2006 08:00,30.94175,5895.05,112.35,36.0,18.2,-2.910968884,4.242592917,20.7
11/01/2006 09:00,30.943,5895.05,112.1,27.5,22.0,7.091421163,5.950408883,20.925
11/01/2006 10:00,30.945,5895.05,112.1,14.5,26.45,16.49552986,-0.651180666,21.075
11/01/2006 11:00,30.9435,5895.05,111.6,11.0,28.0,16.81907646,-4.587865193,21.5
11/01/2006 12:00,30.95475,5895.05,111.85,6.5,30.55,25.11564105,-17.27760839,21.625
11/01/2006 13:00,30.957,5895.05,111.1,8.0,31.8,23.69921347,-14.3936228,21.6
11/01/2006 14:00,30.96025,5895.05,109.6,10.5,31.65,11.51979711,-25.07549514,21.3
11/01/2006 15:00,30.9555,5895.05,110.85,12.0,31.25,8.242685454,-22.64659216,21.3
11/01/2006 16:00,30.9485,5895.05,110.275,13.0,31.25,4.790702984,-16.91942674,21.275
11/01/2006 17:00,30.94725,5895.05,110.0,15.5,30.85,6.5,-11.25833025,21.1
11/01/2006 18:00,30.9475,5895.05,109.25,16.5,30.4,1.8,-12.81717598,20.95
11/01/2006 19:00,30.949,5895.05,109.25,28.0,26.9,8.83665553,-21.43531702,20.75
11/01/2006 20:00,30.94575,5895.05,108.25,52.5,22.85,-2.627180819,1.225074535,20.7
11/01/2006 21:00,30.94575,5895.05,107.25,61.0,22.0,-5.129677686,0.399676545,20.7
11/01/2006 22:00,30.945,5895.05,106.75,55.0,21.95,0.791348239,-9.045151757,20.6
11/01/2006 23:00,30.9465,5895.05,107.0,47.5,22.15,-6.358168878,-5.33513716,20.6
11/01/2007 00:00,30.78675,5895.05,196.4,53.5,18.0,3.8,-9.31e-16,20.625
11/01/2007 01:00,30.78775,5895.05,196.15,63.5,16.5,0.0,0.0,20.55
11/01/2007 02:00,30.78825,5895.05,195.15,59.5,16.55,0.886326978,-0.15628336,20.5
11/01/2007 03:00,30.789,5895.05,195.9,60.0,16.65,7.171240842,4.32077831,20.5
11/01/2007 04:00,30.7905,5895.05,195.9,62.0,16.9,0.0,0.0,20.5
11/01/2007 05:00,30.7905,5895.05,195.7,62.5,16.45,5.207903556,7.437657083,20.425
11/01/2007 06:00,30.7925,5895.05,195.5,68.0,15.05,5.766555318,3.945763264,20.5
11/01/2007 07:00,30.79225,5895.05,195.75,68.0,15.35,9.699484522,5.6,20.725
11/01/2007 08:00,30.79725,5895.05,196.25,63.5,17.55,10.8914438,5.165312803,21.0
11/01/2007 09:00,30.7895,5895.05,198.0,54.5,19.9,15.59889751,5.677534379,21.55
11/01/2007 10:00,30.78875,5895.05,197.75,44.0,21.95,15.99001824,8.840843629,21.85
11/01/2007 11:00,30.7925,5895.05,198.25,39.5,23.95,19.17525162,10.70991573,22.05
11/01/2007 12:00,30.80225,5895.05,200.25,40.5,23.8,26.61372656,7.293541015,22.1
11/01/2007 13:00,30.80375,5895.05,200.0,43.5,24.15,25.68958738,-2.405027261,22.15
11/01/2007 14:00,30.81475,5895.05,200.35,45.0,23.9,27.27917476,-4.810054521,22.2
11/01/2007 15:00,30.81025,5895.05,199.85,44.0,24.05,24.96288346,-6.526369988,22.0
11/01/2007 16:00,30.805,5895.05,199.6,47.0,23.55,26.39284778,-4.653771161,21.8
11/01/2007 17:00,30.80625,5895.05,198.6,54.5,22.6,23.91693342,-2.092460541,21.65
11/01/2007 18:00,30.80225,5895.05,198.85,55.5,22.45,18.7800552,-4.774944371,21.475
11/01/2007 19:00,30.798,5895.05,199.85,54.0,22.5,12.58289052,-5.780949061,21.35
11/01/2007 20:00,30.80175,5895.05,200.6,67.5,20.7,-2.757759995,-7.199221228,21.25
11/01/2007 21:00,30.804,5895.05,199.35,77.5,18.95,-13.06172743,-4.754079992,21.125
11/01/2007 22:00,30.79675,5895.05,198.9,85.5,17.4,-17.36023133,1.597563235,20.925
11/01/2007 23:00,30.79425,5895.05,198.95,90.0,16.7,-12.03775311,6.95,20.7
11/01/2008 00:00,30.7925,5895.05,142.1,59.5,17.25,-13.06172743,-4.754079992,21.61666667
11/01/2008 01:00,30.7908,5895.05,141.75,62.0,16.7,-13.35497579,-3.659662215,21.58333333
11/01/2008 02:00,30.78616667,5895.05,142.0,66.0,16.0,-11.2,1.37e-15,21.53333333
11/01/2008 03:00,30.78483333,5895.05,140.85,72.0,15.15,-11.91617381,2.10114295,21.45
11/01/2008 04:00,30.79016667,5895.05,140.0833333,73.0,15.1,-14.20069915,3.967480344,21.23333333
11/01/2008 05:00,30.785,5895.05,138.7,70.0,14.35,-16.67620914,7.96376719,21.11666667
11/01/2008 06:00,30.78783333,5895.05,138.7,74.5,13.25,-16.61260583,7.746585319,21.13333333
11/01/2008 07:00,30.78716667,5895.05,138.7,76.0,12.75,-14.75317415,5.36971625,21.28333333
11/01/2008 08:00,30.78466667,5895.05,141.95,69.0,13.55,-15.81938926,11.188573,22.01666667
11/01/2008 09:00,30.776,5895.05,144.4,61.5,15.2,-12.96125489,12.96125489,22.43333333
11/01/2008 10:00,30.7774,5895.05,146.85,57.5,16.95,-5.278713155,13.58926125,22.6
11/01/2008 11:00,30.7782,5895.05,154.2833333,53.5,18.95,-4.994265898,9.607885319,23.03333333
11/01/2008 12:00,30.7834,5895.05,152.85,48.5,20.25,-3.830625605,10.52455735,23.11666667
11/01/2008 13:00,30.7844,5895.05,156.45,46.5,21.0,-0.549730193,4.900085427,23.66666667
11/01/2008 14:00,30.7834,5895.05,153.8833333,42.0,22.45,4.099676545,8.42057422,23.46666667
11/01/2008 15:00,30.779,5895.05,154.95,39.5,23.15,-4.780861507,4.260968884,23.71666667
11/01/2008 16:00,30.7788,5895.05,155.7333333,35.0,24.4,3.67581467,6.152081864,23.83333333
11/01/2008 17:00,30.77666667,5895.05,154.1,33.5,24.55,6.3119983,5.500408883,23.55
11/01/2008 18:00,30.7752,5895.05,153.0166667,32.5,24.6,3.471578742,0.562733563,23.28333333
11/01/2008 19:00,30.7765,5895.05,149.8166667,30.5,24.5,5.868319996,1.735526546,22.9
11/01/2008 20:00,30.77633333,5895.05,150.1833333,36.5,22.85,0.0,0.0,22.63333333
11/01/2008 21:00,30.7726,5895.05,147.4833333,45.0,21.0,0.0,0.0,22.48333333
11/01/2008 22:00,30.7756,5895.05,146.1,43.0,20.8,5.810589458,-2.395389621,22.36666667
11/01/2008 23:00,30.77266667,5895.05,146.35,54.0,18.7,0.0,0.0,22.2
11/01/2009 00:00,30.86,5895.05,117.0,32.5,28.25,-7.250449963,-3.040749791,22.9
11/01/2009 01:00,30.859,5895.05,115.0,36.0,26.9,3.742269461,3.140136925,22.825
11/01/2009 02:00,30.8585,5895.05,116.25,43.5,24.6,1.691446717,-0.615636258,22.725
11/01/2009 03:00,30.86,5895.05,115.0,47.5,23.25,-1.157017697,1.321120002,22.7
11/01/2009 04:00,30.85975,5895.05,115.0,45.5,23.1,-5.105995317,-2.186003522,22.625
11/01/2009 05:00,30.85475,5895.05,113.0,46.5,23.05,-9.890875116,-2.731459238,22.5
11/01/2009 06:00,30.8605,5895.05,112.75,54.0,21.6,-5.639151955,3.035203091,22.6
11/01/2009 07:00,30.861,5895.05,113.25,58.0,21.65,0.0,0.0,22.925
11/01/2009 08:00,30.85925,5895.05,118.25,48.0,24.9,-0.689439999,-0.578508849,23.4
11/01/2009 09:00,30.85675,5895.05,121.0,31.5,29.15,11.02984683,1.94485959,23.875
11/01/2009 10:00,30.86425,5895.05,125.5,23.5,32.45,14.14173625,-6.680949061,24.25
11/01/2009 11:00,30.85975,5895.05,129.0,23.0,34.15,5.125,-19.12676039,24.65
11/01/2009 12:00,30.861,5895.05,132.25,21.5,35.4,1.366691498,-18.73945158,25.125
11/01/2009 13:00,30.85625,5895.05,132.5,18.5,37.15,2.064426594,-17.80575371,25.15
11/01/2009 14:00,30.85975,5895.05,131.0,17.0,37.8,-4.587865193,-16.81907646,25.25
11/01/2009 15:00,30.86025,5895.05,129.25,17.5,38.15,-4.691279875,-13.80306947,25.125
11/01/2009 16:00,30.8545,5895.05,128.75,16.0,38.1,-5.728837401,-15.7398514,24.925
11/01/2009 17:00,30.85725,5895.05,127.25,15.5,37.9,-7.354925884,-15.22151323,24.425
11/01/2009 18:00,30.85125,5895.05,125.5,22.5,35.15,-14.56708185,8.541395541,24.15
11/01/2009 19:00,30.8475,5895.05,123.75,29.5,33.35,-9.513256623,11.33745776,24.0
11/01/2009 20:00,30.847,5895.05,123.5,34.0,31.3,-7.890257764,6.62071238,23.9
11/01/2009 21:00,30.84625,5895.05,125.0,38.5,29.8,-8.360168279,5.949610614,23.85
11/01/2009 22:00,30.85325,5895.05,124.5,30.0,29.65,-12.52314801,10.50816888,23.725
11/01/2009 23:00,30.85025,5895.05,123.5,29.0,28.85,-7.701223422,1.204876068,23.525
11/01/2010 00:00,32.25625,5895.05,158.5,68.0,10.15,-12.16729973,-8.328119463,19.8
11/01/2010 01:00,32.26175,5895.05,158.0,65.0,10.15,-12.85673973,-8.906628312,19.725
11/01/2010 02:00,32.26625,5895.05,156.0,65.5,9.95,-11.33745776,-9.513256623,19.7
11/01/2010 03:00,32.2695,5895.05,156.0,70.0,9.05,-9.699484522,-5.6,19.6
11/01/2010 04:00,32.27475,5895.05,155.0,76.5,7.95,-6.511377767,-5.463694682,19.525
11/01/2010 05:00,32.27875,5895.05,153.25,82.0,7.3,-9.045151757,-2.423641109,19.5
11/01/2010 06:00,32.2815,5895.05,140.25,84.5,6.25,-10.52455735,-3.830625605,19.4
11/01/2010 07:00,32.3015,5895.05,136.0,84.5,6.4,-9.931478735,-2.579924469,19.4
11/01/2010 08:00,32.33375,5895.05,136.75,75.0,8.7,-10.14351986,-1.78857623,19.5
11/01/2010 09:00,32.34775,5895.05,137.0,66.0,10.7,-11.02984683,-1.94485959,19.525
11/01/2010 10:00,32.35575,5895.05,137.0,48.0,12.9,-14.70858799,-3.7,19.625
11/01/2010 11:00,32.35675,5895.05,137.0,45.5,14.0,-14.40800204,-2.223130932,19.7
11/01/2010 12:00,32.35475,5895.05,136.0,40.0,14.75,-11.33745776,-9.513256623,19.775
11/01/2010 13:00,32.3565,5895.05,136.0,37.5,15.15,-13.40180042,-8.815314198,19.9
11/01/2010 14:00,32.351,5895.05,136.5,36.33333333,16.06666667,-9.777372805,-14.59644434,19.9
11/01/2010 15:00,32.446,5895.05,135.0,31.5,17.45,-4.618661011,-17.89372822,19.9
11/01/2010 16:00,32.446,5895.05,135.0,29.5,18.05,-11.53358799,-12.57676039,19.9
11/01/2010 17:00,32.446,5895.05,135.0,31.0,18.15,-10.22916512,-11.21743371,19.9
11/01/2010 18:00,32.446,5895.05,135.0,34.0,16.75,-13.45619686,-9.613646009,19.9
11/01/2010 19:00,32.446,5895.05,135.0,34.5,16.5,-9.329165125,-9.658587988,19.9
11/01/2010 20:00,32.446,5895.05,135.0,45.5,14.8,-4.792592917,-6.981288282,19.9
11/01/2010 21:00,32.446,5895.05,135.0,62.0,12.6,-1.36e-15,-7.4,19.9
11/01/2010 22:00,32.446,5895.05,135.0,66.0,11.75,1.63229287,-9.257192878,19.9
11/01/2010 23:00,32.446,5895.05,135.0,71.0,10.65,0.816146435,-9.328596439,19.9
11/01/2011 00:00,31.6835,5895.05,134.225,52.5,14.75,-14.24130277,3.815945575,21.3
11/01/2011 01:00,31.68175,5895.05,134.55,58.5,13.4,-13.68882777,2.41370967,21.3
11/01/2011 02:00,31.68125,5895.05,134.725,65.0,12.2,-13.68882777,2.41370967,21.2
11/01/2011 03:00,31.679,5895.05,134.925,75.0,10.7,-10.21492342,0.972429795,21.1
11/01/2011 04:00,31.67575,5895.05,135.25,81.5,9.3,-9.116555318,-1.607494674,21.1
11/01/2011 05:00,31.67275,5895.05,135.6,86.5,8.5,-6.981288282,-4.792592917,21.05
11/01/2011 06:00,31.6685,5895.05,135.375,89.5,7.75,-9.678833994,-3.522807476,21.0
11/01/2011 07:00,31.666,5895.05,133.9,88.0,8.45,-9.257192878,-1.63229287,20.9
11/01/2011 08:00,31.66425,5895.05,133.45,75.0,11.4,-12.80250079,2.25742631,21.0
11/01/2011 09:00,31.66725,5895.05,133.15,61.5,14.6,-12.50925243,3.351844086,21.075
11/01/2011 10:00,31.66725,5895.05,132.375,50.5,16.8,-15.46148172,-0.15628336,21.175
11/01/2011 11:00,31.66725,5895.05,131.975,42.5,18.9,-15.57390435,1.441279875,21.3
11/01/2011 12:00,31.66625,5895.05,131.825,36.5,19.85,-14.57515474,-2.569993029,21.45
11/01/2011 13:00,31.6685,5895.05,130.975,31.5,22.0,-12.60800204,-2.223130932,21.575
11/01/2011 14:00,31.6665,5895.05,130.7,25.0,23.6,-11.297894,-8.006628312,21.5
11/01/2011 15:00,31.66425,5895.05,131.2,22.0,24.7,-9.792492583,-10.33039781,21.5
11/01/2011 16:00,31.66225,5895.05,130.075,19.0,25.7,-13.40577775,-11.24878317,21.6
11/01/2011 17:00,31.65725,5895.05,130.25,17.0,25.85,-12.56743371,-12.56743371,21.6
11/01/2011 18:00,31.6565,5895.05,130.3,18.0,25.55,-13.54617973,-9.48513716,21.5
11/01/2011 19:00,31.65475,5895.05,131.825,22.5,24.0,-16.3478087,-2.882559749,21.5
11/01/2011 20:00,31.6515,5895.05,132.0,29.0,21.15,-11.91617381,-2.10114295,21.5
11/01/2011 21:00,31.64975,5895.05,131.425,37.5,19.05,-10.77720209,-2.887742598,21.5
11/01/2011 22:00,31.64875,5895.05,132.025,42.0,17.35,-8.833110635,-3.214989347,21.45
11/01/2011 23:00,31.646,5895.05,132.0,48.0,15.95,-8.486874715,-3.957494674,21.4
11/01/2012 00:00,31.71475,5895.05,110.95,34.5,23.0,-12.90125039,1.128713155,21.2
11/01/2012 01:00,31.7145,5895.05,105.475,39.0,22.3,-13.44885927,-7.042359164,21.2
11/01/2012 02:00,31.7145,5895.05,106.175,42.0,21.85,-14.85090778,-7.4486227,21.2
11/01/2012 03:00,31.71225,5895.05,103.7,50.0,20.7,-14.8162544,-17.65732441,21.2
11/01/2012 04:00,31.71275,5895.05,101.05,63.5,17.75,-16.64819909,-19.84055108,21.125
11/01/2012 05:00,31.71275,5895.05,95.625,66.0,16.15,-17.77223108,-14.91267254,21.1
11/01/2012 06:00,31.71025,5895.05,95.975,67.5,15.35,-18.53294364,-10.7,21.0
11/01/2012 07:00,31.71125,5895.05,98.525,74.5,14.05,-15.83048578,-7.655949061,20.95
11/01/2012 08:00,31.70525,5895.05,97.7,85.0,13.85,-4.857494674,-10.04572044,20.975
11/01/2012 09:00,31.68025,5895.05,97.925,60.5,15.5,-17.08735739,-16.86549509,21.05
11/01/2012 10:00,31.67125,5895.05,99.325,46.5,17.8,-13.7705907,-19.66644166,21.15
11/01/2012 11:00,31.6685,5895.05,100.225,37.0,19.5,-18.24437508,-18.24437508,21.225
11/01/2012 12:00,31.664,5895.05,102.325,33.0,20.9,-23.73386685,-4.184921082,21.325
11/01/2012 13:00,31.67,5895.05,105.575,31.0,21.7,-22.43005796,-12.95,21.4
11/01/2012 14:00,31.67025,5895.05,104.9,29.5,22.05,-21.49878279,-5.59816701,21.4
11/01/2012 15:00,31.6755,5895.05,106.3,25.0,23.6,-18.46167108,-15.49118139,21.4
11/01/2012 16:00,31.67375,5895.05,107.35,24.0,23.35,-21.7589022,-10.14634273,21.4
11/01/2012 17:00,31.6775,5895.05,108.55,23.5,22.3,-25.18376224,-9.166139841,21.3
11/01/2012 18:00,31.67475,5895.05,109.8,26.0,21.3,-23.96828938,-8.723743901,21.3
11/01/2012 19:00,31.67775,5895.05,111.9,27.5,20.0,-20.57185219,-5.593418419,21.25
11/01/2012 20:00,31.67875,5895.05,112.225,31.0,17.95,-14.75317415,-5.36971625,21.2
11/01/2012 21:00,31.67975,5895.05,112.15,32.5,16.5,-15.59889751,-5.677534379,21.175
11/01/2012 22:00,31.68275,5895.05,113.075,39.0,14.85,-12.21600407,-4.446261863,21.1
11/01/2012 23:00,31.6835,5895.05,114.625,41.5,13.8,-12.21600407,-4.446261863,21.1
11/01/2013 00:00,30.849,5895.05,96.375,42.5,14.1,-6.442269461,0.659863075,19.9
